"","Group.1","Total.Geographical.Area.(in.Hectares)","Total.Households","Total.Population.of.Village","Total.Male.Population.of.Village","Total.Female.Population.of.Village","Total.Pre.-.Primary.School","Distance","Total.Middle.Schools","Distance.1","Total.Secondary.Schools","Distance.2","Total.Senior.Secondary.Schools","Distance.3","Total.Arts.and.Science.Degree.College","Distance.4","Total.Engineering.College","Distance.5","Total.Medicine.College","Distance.6","Total.Management.Institute","Distance.7","Total.Vocational.Training.School/ITI","Distance.8","Total.Non.Formal.Training.Centre.(Status.A(1)/NA(2))","Distance.9","Distance10","Clusters"
"1",1,691.425531914894,578.925531914894,3358.76063829787,1779.78191489362,1578.97872340426,0.324468085106383,6.47606382978723,1.02659574468085,11.1835106382979,0,4.38829787234043,0.0265957446808511,4.12234042553191,0,1.94148936170213,0,0.930851063829787,0,0.292553191489362,0,0.452127659574468,0,1.72872340425532,0,0.50531914893617,0.74468085106383,1
"2",2,2412.35125448029,1893.91039426523,10237.3046594982,5462.29032258064,4775.01433691756,2.30465949820789,11.7204301075269,3.78853046594982,12.5,3.14695340501792,12.4462365591398,2.26881720430108,12.1146953405018,0.0896057347670251,3.03763440860215,0.0609318996415771,2.1505376344086,0.010752688172043,0.546594982078853,0.0609318996415771,1.82795698924731,0.100358422939068,2.93906810035842,0.017921146953405,0.788530465949821,1.19175627240143,2
"3",3,1067.51822157434,770.784985422741,4168.85495626822,2216.43586005831,1952.41909620991,0.858600583090379,9.74307580174927,1.83819241982507,12.4890670553936,1.50801749271137,12.2685860058309,0.771137026239067,9.36224489795918,0.00291545189504373,1.64723032069971,0.00145772594752187,0.852769679300292,0,0.196793002915452,0,0.353498542274052,0.0131195335276968,1.22631195335277,0,0.182215743440233,0.189504373177843,3
"4",4,787,783.303418803419,4174.98717948718,2233.80982905983,1941.17735042735,0.916666666666667,10.5395299145299,1.79273504273504,12.409188034188,1.42948717948718,12.0405982905983,0.717948717948718,10.1602564102564,0.00641025641025641,5.8707264957265,0.10042735042735,6.34615384615385,0.0106837606837607,2.10470085470085,0.104700854700855,5.87606837606838,0.0384615384615385,5.84401709401709,0.0363247863247863,3.98504273504274,5.16559829059829,4
