"","Group.1","Total.Geographical.Area.(in.Hectares)","Total.Households","Total.Population.of.Village","Total.Male.Population.of.Village","Total.Female.Population.of.Village","Tap.Water-Treated","Closed.Drainage","Open.Drainage","Water.Treatment.-.Sewar.Plants","Total.Sanitation.Campaign.(TSC)","Community.Toilet.Complex","Community.Toilet.Complex.(excluding.Bath).for.General.Public","Community.waste.disposal.system.after.house.to.house.collection","Community.Bio-gas.or.recycle.of.waste.for.production.use","No.System.(Garbage.on.road/street)","Post.Office.or.Sub.Post.Office","Distance","Telephone","Distance.1","PCO","Distance.2","Internet.Cafes./.Common.Service.Centre.(CSC)","Distance.3","Private.Courier.Facility","Distance.4","Public.Bus.Service","Distance.5","Private.Bus.Service.(Status.A(1)/NA(2))","Distance.6","Railway.Station","Distance.7","Other.Transport.-.Auto,.Van.Rickshaw.etc.","Distance.8","Highways","Distance.9","Other.Pucca.Roads","Distance.10","Kuchha.Roads","Clusters"
"1",1,433.686567164179,311.412106135987,1683.99751243781,890.441956882255,793.555555555556,1,0.048922056384743,0.960199004975124,0.111111111111111,0.950248756218905,0.0240464344941957,0.0414593698175788,0.054726368159204,0.0315091210613599,0.748756218905473,0.267827529021559,7.73424543946932,0.998341625207297,12.4958540630182,0.694029850746269,10.6737147595357,0,4.3407960199005,0.0165837479270315,4.27446102819237,0.95273631840796,12.1828358208955,0.709784411276949,10.6965174129353,0.0132669983416252,3.37479270315091,1,12.5,1.0016583747927,12.4958540630182,0.996683250414594,12.4668325041459,1,1
"2",2,426.1110056926,302.614800759013,1649.99240986717,873.92220113852,776.070208728653,1,0.0351043643263757,0.963946869070209,0.108159392789374,0.946869070208729,0.0351043643263757,0.047438330170778,0.0379506641366224,0.0294117647058824,0.750474383301708,0.239089184060721,7.45256166982922,1,12.5,0.629981024667932,10.3368121442125,0,4.09392789373814,0.0132827324478178,3.99905123339658,0.929791271347249,12.0683111954459,0.580645161290323,9.63472485768501,0.0132827324478178,3.0977229601518,1,12.5,2,2.47628083491461,0.992409867172676,12.438330170778,1,2
"3",3,408.276595744681,281.974468085106,1617.29361702128,853.63829787234,763.655319148936,1,0.0212765957446809,0.974468085106383,0.102127659574468,0.953191489361702,0.0170212765957447,0.025531914893617,0.0170212765957447,0.00851063829787234,0.719148936170213,0.165957446808511,6.71276595744681,0,5.1063829787234,0.123404255319149,5.90425531914894,0.0170212765957447,3.57446808510638,0.0382978723404255,3.47872340425532,0.906382978723404,11.8829787234043,0.417021276595745,8.65957446808511,0.0297872340425532,2.56382978723404,1,12.5,1.60425531914894,5.73404255319149,0.982978723404255,12.3723404255319,1,3
"4",4,452.367647058824,325.154411764706,1737.75735294118,922.742647058824,815.014705882353,1,0.0514705882352941,0.955882352941177,0.25,0.882352941176471,0.0367647058823529,0.0514705882352941,0.0882352941176471,0.0514705882352941,0.617647058823529,0.389705882352941,8.47426470588235,0.985294117647059,12.3529411764706,0.904411764705882,11.6727941176471,1,12.5,0.169117647058824,5.64338235294118,0.926470588235294,11.9852941176471,0.669117647058823,10.4595588235294,0.0147058823529412,3.45588235294118,1,12.5,1.22058823529412,10.8823529411765,0.977941176470588,12.2977941176471,1,4
