"","Group.1","Total.Geographical.Area..in.Hectares.","Total.Households","Total.Population.of.Village","Total.Male.Population.of.Village","Total.Female.Population.of.Village","Total.Pre...Primary.School","Distance","Total.Middle.Schools","Distance.1","Total.Secondary.Schools","Distance.2","Total.Senior.Secondary.Schools","Distance.3","Total.Arts.and.Science.Degree.College","Distance.4","Total.Engineering.College","Distance.5","Total.Medicine.College","Distance.6","Total.Management.Institute","Distance.7","Total.Vocational.Training.School.ITI","Distance.8","Distance.9","Distance10","Clusters"
"1",1,243.076746849943,143.177548682703,772.498281786942,407.832760595647,364.665521191294,0.13745704467354,7.47422680412371,0.437571592210767,10.057273768614,0.0618556701030928,8.29037800687285,0,7.15922107674685,0.0011454753722795,2.97537227949599,0.00801832760595647,2.37399770904926,0.0011454753722795,1.03951890034364,0.0103092783505155,1.69243986254296,0.0011454753722795,2.29381443298969,0.784650630011455,1.60366552119129,1
"2",2,235.683168316832,0.415841584158416,2.43069306930693,1.31188118811881,1.11881188118812,0,14.9257425742574,0.00495049504950495,14.9381188118812,0,14.9257425742574,0,14.9257425742574,0,14.9257425742574,0,14.9257425742574,0,14.9257425742574,0,14.9257425742574,0,14.9257425742574,14.9257425742574,14.9257425742574,2
"3",3,182.802452316076,55.2738419618529,305.618528610354,161.713896457766,143.904632152589,0.0681198910081744,6.96525885558583,0.104904632152589,8.73978201634877,0.0122615803814714,7.76907356948229,0.00136239782016349,6.78133514986376,0,2.56811989100817,0.00136239782016349,2.03337874659401,0,0.803814713896458,0.00408719346049046,1.46117166212534,0.00136239782016349,2.03337874659401,0.660762942779292,1.43051771117166,3
"4",4,383.457446808511,125.117021276596,665.351063829787,350.734042553192,314.617021276596,0.787234042553192,9.65425531914894,1.6063829787234,12.5,1.43617021276596,12.4734042553191,1.09574468085106,11.8351063829787,0,2.71276595744681,0,2.3936170212766,0.0106382978723404,1.09042553191489,0,1.64893617021277,0,2.07446808510638,0.425531914893617,1.11702127659574,4
