District.Name,Village.Name,Total.Population.of.Village,Total.Households,population_stratum,agriculture_index,education_index,health_index,infrastructure_index,irrigation_index,social_index,composite_index_equal,composite_index_sdg,composite_index_expert,composite_index_shap,composite_index_lasso,composite_index_ensemble
Sonipat,Gopalpur (13R),3480,633,high,66.40884357505834,29.689423493714784,44.27010678961264,44.51904761904762,56.422432342627445,24.366666666666667,44.27942008112125,44.544626593322796,48.09515071431299,43.722433663362416,44.29199865816845,44.98672594205758
Sonipat,Rampur  (240),2879,623,high,60.35577274232139,47.755093194625054,49.60929187847263,46.11904761904762,55.79792526085901,27.966666666666665,47.93396622699873,49.09092011854404,50.56770980824061,48.5635042580917,47.928642899076785,48.81694866219037
Sonipat,Ferozepur Bangar (237),3047,617,high,58.21655700690307,22.45080190723884,61.24768491153407,42.11904761904762,64.49233901210758,25.433333333333334,45.659960631694084,47.06960648837336,48.868570553153695,48.80798800165128,45.67846498189723,47.216918131353935
Sonipat,Saidpur (239),3580,712,high,55.928222230589,44.138708279150414,25.202053040154468,45.11904761904762,63.91272329203363,46.266666666666666,46.76123685460697,44.4989205537859,48.56023822347352,41.74185601948394,46.780318034423665,45.6685139371548
Sonipat,Sahoti (14R),3221,608,high,61.128120828275065,45.38491547464239,56.376147692792685,44.31904761904762,64.4725812769291,38.46666666666667,51.69124659305893,52.50564914343108,53.93522974709366,53.10410033277326,51.69686063364221,52.58661728999982
Sonipat,Pahladpur  (15R),2895,537,high,67.24148371962569,21.306458604247943,49.47383457461481,42.31904761904762,64.97339254904928,35.93333333333333,46.87459173331978,46.403172280995015,50.36328389273617,46.73352929922273,46.90480839130037,47.45587711951482
Sonipat,Barona  (22R),4595,892,high,63.79083786864454,39.299089726918076,55.30706939354534,45.11904761904762,54.07708957708957,22.366666666666664,46.65996680865197,48.371298220153875,49.95857506017237,48.599491558448214,46.65747907000095,48.04936214348548
Jind,Kalwan (61),9473,1611,high,75.40867468573904,37.321629822280016,40.884659337195096,48.285714285714285,64.13122605363985,40.99999999999999,51.17198403076139,49.95933305251875,54.75221439894114,48.29023341263028,51.1928721864956,51.073327416269436
Jind,Dhamtan Sahib (60),12750,2307,high,72.57225110176444,46.14997832683139,42.76529928675573,48.285714285714285,64.66893986360819,53.666666666666664,54.68480825522345,53.11702294138491,57.02366619972462,51.79198039810047,54.703622985939,54.26422015607449
Jind,Rasidan (56),2959,564,high,74.89725267834157,17.48222800173385,5.150628521889901,44.31904761904762,63.21311475409836,37.0,40.343711929185226,35.84851498854238,45.10972174180577,30.742315123478203,40.390993655872066,38.487051487776725
Jind,Dhabi Teksingh (55),3259,599,high,64.75305449752251,25.91504117902037,63.470268353233244,44.71904761904762,62.75892857142857,24.499999999999996,47.686056703375385,49.3352299273122,51.30570291136153,50.84881555329961,47.70004109687857,49.37516923844546
Jind,Pipaltha (53),5390,1011,high,75.00122920623366,42.88925010836584,43.40258895850573,45.11904761904762,63.867798665858096,39.0,51.54665242633516,50.926708584970505,55.13550003761791,49.6156844796177,51.56018611398201,51.75694632850466
Jind,Barta (7),5180,926,high,69.43715990584755,12.640658864325964,52.295582614178194,41.31904761904762,62.12770137524558,35.4,45.53669172977414,45.074613761430854,49.26312361614377,45.98470668597345,45.57277266449725,46.28638169156389
Jind,Dhanauri (6),11929,2086,high,71.53405106541697,32.36150845253576,43.264504603906424,45.11904761904762,63.46024184683034,49.33333333333332,50.84544782017841,49.238762254511336,53.620653570377115,48.5177288409865,50.87404312933767,50.61932712307821
Jind,Koel (48),3343,611,high,70.54502161459249,11.32943216298223,32.800665957362966,37.752380952380946,63.06993006993007,24.499999999999996,39.99957179287478,38.62115281747271,44.982613278543056,37.27009779897008,40.037167457627525,40.18212062909763
Jind,Ujhana (50),11696,2047,high,72.61069508222761,33.03034243606415,51.06444812231548,45.11904761904762,65.8317599460553,39.0,51.1093822009517,50.80640591489128,54.60110148638205,50.70682905614731,51.1308640933522,51.670916550344906
Jind,Kharal (57),9063,1583,high,74.17487509899064,35.67750325097529,39.182231942309976,42.55238095238095,64.86532385466035,23.43333333333333,46.647608072108426,46.513278955010676,51.471934300863,44.767026111187135,46.66109467563291,47.21218842296043
Jind,Loan (59),5083,973,high,63.57271051178367,17.38361508452536,57.119438861961626,42.11904761904762,66.9373795761079,37.0,47.355365275571025,47.35095338843636,50.47396877799769,48.811321190740124,47.38829510952335,48.275980748453705
Jind,Hamirgarh (58) ,2991,579,high,71.56738160688714,27.35630689206762,48.526717106040905,33.752380952380946,65.8101788170564,22.366666666666664,44.89660534018328,45.50909852803908,49.735858574373154,45.784104226112795,44.91483847409937,46.16810102856154
Jind,Balerkha (39),9118,1710,high,71.03505245121924,45.025140875596016,33.541297237656146,43.91904761904762,65.72845831392641,34.86666666666667,49.019277194018684,47.9794029088289,52.76394430210172,45.55835763624415,49.031836859249665,48.870563780088624
Jind,Bhana Barahmnan (41),4232,785,high,64.49180028249414,27.256610316428265,57.41045040784963,39.15238095238095,65.0,37.0,48.38520699319216,48.800561850479326,51.395866322122366,50.24792834203951,48.40767726226307,49.447448154019284
Jind,Dharodi (72),6737,1273,high,65.83180595831823,43.31729518855657,47.14387043385744,47.48571428571429,65.0,37.4,51.029780977741076,50.937054682780555,53.88998347579881,50.1026148056057,51.04037990330025,51.39996276904528
Jind,Karamgarh (70),2867,526,high,64.70492458009939,21.425661031642825,35.233479134649485,40.51904761904762,66.818401937046,24.9,42.266919050414224,41.389858110419894,46.60663970023504,40.00246946289319,42.295730052219795,42.512323275236426
Jind,Sulehra (63),2826,555,high,66.59337573999473,21.63155613350672,67.18012373408993,42.11904761904762,66.88165680473372,26.5,48.48429333856212,50.110454184790235,52.314284418942066,52.322300473772614,48.50487822821193,50.34724212885579
Jind,Rajgarh Dhobi (64),2687,503,high,69.78043375191075,22.346770697876032,5.150628521889901,36.95238095238095,65.0,26.5,37.62170232067627,34.16693347569144,42.76257546379971,29.395235295000496,37.65882491415221,36.32105429386403
Jind,Fulian Kalan (66),3002,567,high,66.39991907644236,31.872995231902905,58.207530440950464,43.11904761904762,66.97005988023952,24.499999999999996,48.511592041430475,49.849835642977624,52.42392773894365,50.62753961951383,48.52393996312204,49.987367001197526
Jind,Frain Kalan (78),4656,920,high,67.96708416857187,20.385348938014737,54.88335894707807,40.51904761904762,65.0,37.4,47.69247327878538,47.560829292515386,51.099934367764035,48.69518483356694,47.72290904276455,48.554266163079255
Jind,Amargarh (80),2657,481,high,65.03035624063014,39.07152145643693,69.19572841549434,39.95238095238095,65.0,37.0,52.54166451082373,54.310646974112636,55.19053368380437,56.75452502079751,52.549561294468205,54.269386296801294
Jind,Khararwal (82),3197,571,high,69.80819245773732,25.267230169050713,33.532135398195216,39.15238095238095,65.0,24.499999999999996,42.87665649622736,41.98056589487669,47.59481009237837,40.25103734113961,42.90174116398764,43.12096219772193
Jind,Bhikhewala (91),2941,560,high,67.12182170009365,26.648894668400523,61.2742838002916,45.11904761904762,63.04817371734436,26.5,48.28537025086296,49.591706339225844,51.996424081653245,50.76963709568116,48.30086331184791,49.78880021585422
Jind,Kaloda Kalan (84),3636,683,high,71.60308245534885,23.67967056783702,63.3916538597943,44.31904761904762,64.72985244040862,39.0,51.12055115707275,51.58164495573674,54.45529690892078,53.271478357316376,51.14664082375303,52.31512244055993
Jind,Danoda Khurd (90),7515,1322,high,72.9275983668463,37.953185955786736,45.3980967017378,48.11904761904762,61.0,37.0,50.39965477390308,49.94715826447589,53.8524491331974,48.81510749260392,50.414389654535746,50.68575186374321
Jind,Jajanwala (87),2766,497,high,62.83892562134838,12.163849154746424,63.01897387398038,48.11904761904762,63.95993031358885,47.33333333333333,49.57234331934083,49.15853216587544,51.73033139855436,51.2671293542227,49.61253721650532,50.26817469089973
Jind,Sainthly (88),3111,584,high,74.7095369799258,20.331166016471606,5.150628521889901,45.11904761904762,64.15588894494388,24.499999999999996,38.99437801371314,35.40156136535439,44.5486883575816,29.88674872267157,39.03258047978118,37.572791387820374
Jind,Danoda Kalan (89),11024,2011,high,74.32558799024989,43.7247507585609,49.58742168104977,48.11904761904762,65.03266177100237,49.33333333333332,55.02046719220731,54.19673351235293,57.73594569389502,53.59882117055369,55.037676467061125,55.117928807214014
Jind,Sacha Khera (92),3088,570,high,58.68161259379225,25.792804508019074,59.86552784017023,43.91904761904762,64.5040128410915,37.4,48.360500900353436,48.930643819736076,50.7478127117519,50.53044649220033,48.382876997282594,49.39045618426486
Jind,Dablain (76),4807,907,high,60.86395153138387,21.136107498916342,46.1442447885881,40.51904761904762,65.0,43.199999999999996,46.14389190632266,45.04073256949501,48.70589786882877,45.466517205447744,46.1783771416632,46.30708333835148
Jind,Hatho (36),3392,605,high,68.7184973759548,29.971174685739058,49.98473026756511,33.15238095238095,63.69831223628692,22.366666666666664,44.648627030765574,45.56246275539915,49.12219634376551,46.086355150405645,44.66240416320683,46.01640908870854
Jind,Dhakal (121),7937,1491,high,68.49518790745377,17.971824880797573,35.188458052567285,40.51904761904762,65.16614420062696,34.86666666666667,43.70122155452665,42.00520311503725,47.69559206651738,40.8211426984721,43.73840258917146,43.59231240474496
Jind,Sinsar (34),3466,640,high,63.29296207532698,32.677069787602946,68.64306261575442,42.11904761904762,64.49226006191951,24.499999999999996,49.287400359941905,51.63182007490331,52.6875695345764,53.79929686295328,49.294190740370475,51.340055514549064
Jind,Shinghwa (33),4324,792,high,64.43918725617685,29.605114867793674,48.61065137723135,42.11904761904762,64.34006734006734,37.0,47.685678076719476,47.40843115016035,50.728032361668575,47.546308639291574,47.70810280412332,48.215310606392656
Jind,Sudkain Khurd (123),4399,755,high,65.00738262767854,17.947117468573907,29.538854080466564,42.11904761904762,64.10079275198188,24.499999999999996,40.535532424624755,39.108220463637636,44.96275708252923,37.0283719537506,40.567636513667686,40.44050368764198
Jind,Sudkain Kalan (122),4130,799,high,69.59252519345547,18.272214997832684,49.57510738069905,45.71904761904762,64.3289183222958,37.0,47.4146355855551,46.69429351496114,50.998870462459934,46.81949549215581,47.44828526435414,47.875116063897224
Jind,Kabarchha (124),5264,935,high,69.48876516887651,20.301690507152145,51.890294361035586,42.55238095238095,66.27081724652707,24.499999999999996,45.83399137266204,46.22970619685701,50.28800961460985,46.52674027681925,45.859201925501615,46.94752987728995
Jind,Dumarkha Khurd (120),3353,629,high,63.865687196456484,30.702644126571307,68.82511723213933,39.95238095238095,55.18564454413511,22.366666666666664,46.81635678639165,49.43403170396164,50.16223872127154,51.849718978416476,46.81873742857069,49.016216723722394
Jind,Ghaso Kalan (117),3201,628,high,65.6420340251519,25.240138708279154,60.98156936258367,40.35238095238095,65.97435897435898,34.86666666666667,48.84285811490355,49.57540284175219,52.078160321313,51.31593136710031,48.86574718942421,50.13561996689865
Jind,Dumarkha Kalan (119),5231,969,high,63.629619066806555,31.22280017338535,56.458407219135445,38.91904761904762,65.47309136420526,32.73333333333333,48.07271646265226,48.83575888030318,51.26539462461129,50.01397916531446,48.089483461918384,49.25546651895991
Jind,Jheel (95),4147,763,high,64.79987378566511,34.668833983528394,57.91110060290815,39.55238095238095,66.47795823665894,43.199999999999996,51.10169126019026,51.35607389363847,53.635407424570694,52.751588534843656,51.121219872684094,51.99319619718543
Jind,Badanpur (93),5482,981,high,65.1421913012162,23.027091460771565,42.986464121054496,40.51904761904762,64.83100882376166,22.366666666666664,43.14541166541971,43.16253815068842,47.468306736854096,42.59054431173743,43.168034823459195,43.906967137631774
Jind,Tohana Khera (94),3174,584,high,67.21228623489007,38.72171651495449,26.96299799030618,35.95238095238095,64.91181896000867,37.0,45.12686677542339,43.3965657226594,48.730999669370505,41.13381658152498,45.147474475484515,44.70714464489256
Jind,Mangalpur (98),4395,845,high,73.06739583794642,33.872345036844386,48.26062970406273,41.95238095238095,65.54008438818565,39.0,50.282139319903344,49.823605610161515,53.88766919111695,49.60000313962664,50.30349966693289,50.77938338554827
Jind,Kharak Bhura (115),3841,688,high,61.96696612861975,18.716514954486346,30.763388107341292,42.71904761904762,66.6188637990751,23.43333333333333,40.70301899031724,39.4732149830773,44.98869022743458,37.51789512868974,40.734440273640146,40.683451920631796
Jind,Pahlwan (114),4132,765,high,66.04131720829952,18.261378413524056,52.055601528943534,38.91904761904762,66.08713692946058,24.499999999999996,44.31074694987922,44.773301328461855,48.563160822194284,45.51953490728929,44.337264625571855,45.5008017266793
Jind,Kheri Masania (108),2947,574,high,71.14619829356042,27.60554833116602,34.82710722307601,34.95238095238095,62.11796246648793,21.299999999999997,41.99153287777856,41.5903677288666,46.94789754268114,40.181372973384214,42.010813159100955,42.5443968563623
Jind,Uchana Khurd (106),7287,1380,high,69.70563077238737,40.65149544863459,45.8846593371951,40.35238095238095,64.08073377982451,40.99999999999999,50.27915004840375,49.82227574971462,53.37583480979334,49.417329253420206,50.29457376330968,50.637832724928316
Jind,Surbrah (99),5069,970,high,72.9652231835424,17.43779800606849,52.86125231508847,35.15238095238095,65.36545589325426,39.0,47.13035172505576,46.62533168436246,51.03211166556714,47.887208482545155,47.16587327229375,47.96817536596485
Jind,Durjanpur (101),4618,854,high,65.66846502589934,26.162115301257046,64.79277495369823,41.95238095238095,66.03100775193798,39.0,50.60112399752892,51.3783948582087,53.45940848796287,53.510094702143704,50.62435537698995,51.91467548456683
Jind,Udepur (102),2750,509,high,66.61244293790229,9.05071521456437,5.150628521889901,35.95238095238095,65.46390168970814,26.5,34.78834488607427,30.95210901038405,39.91894977574248,26.693698293460457,34.83796086533419,33.43821256619909
Jind,Kakrod (104),5682,1044,high,73.808123054894,22.52319029042046,57.115104228238174,36.95238095238095,61.69217608906593,37.4,48.248495769166574,48.39131612959477,52.019067302192624,49.85371911862175,48.27517300335768,49.357554264586675
Jind,Makhand (105),4091,743,high,73.28106234418097,22.13003901170351,39.87478819403397,41.95238095238095,63.70658584534731,37.0,46.32414272460779,44.93570922213558,50.35516397883247,44.00142512742224,46.35702614307535,46.39469343921469
Jind,Budain (110),4648,829,high,75.04489618305503,20.42327698309493,47.00683689955471,44.15238095238095,63.21371926695546,22.366666666666664,45.36796282528462,45.43468074853304,50.3780087910761,44.849937929763925,45.39235945226477,46.2845899493845
Jind,Bhongra (111),3449,614,high,72.56243184614578,19.410056350238406,32.313019663474805,43.91904761904762,63.201494273674406,34.86666666666667,44.378786069874614,42.399378913413216,48.61389202785212,40.480754991710505,44.41491198294089,44.05754479715828
Jind,Khapran (112),2882,530,high,72.38573114350757,11.93628088426528,47.35035662213816,43.91904761904762,64.28294346629053,22.9,43.795726622541515,43.60300366671445,48.72387424795266,43.37988095269697,43.828636650412044,44.66622442806353
Jind,Baroda (113),8595,1551,high,72.70265192858349,22.14174252275683,42.725795011230645,44.31904761904762,65.68478350333189,37.0,47.429003430825084,46.21576971500348,51.39060745576752,45.43868764397458,47.46208693942459,47.58723103699906
Jind,Khatkar (135),7474,1352,high,74.61426365409622,27.530559167750326,36.10306576821531,44.31904761904762,65.61527967257844,24.499999999999996,45.44703598028132,44.66416691746224,50.419522731291735,42.641609339300956,45.470243142933974,45.72851562225405
Jind,Mohangarh (136),2617,493,high,68.97394999749926,22.693541395752057,67.36927138747684,38.35238095238095,65.95256916996047,37.0,50.0569521505116,51.07286114399572,53.39628039370839,53.72760201823426,50.0820096439161,51.667141070073214
Jind,Kasoon (134),2914,538,high,73.93551930120869,32.40398786302558,65.49454230208455,37.55238095238095,65.93258426966293,22.366666666666664,49.61428022583823,51.704172493280794,54.22470001352508,53.48025259008161,49.623228230862125,51.729326710717565
Jind,Ghogharian (130),7369,1385,high,70.299511053316,25.590810576506286,56.19399456200497,43.91904761904762,64.65737025258495,37.93333333333334,49.76567789946552,49.79138342787812,53.15526306081315,50.633049019270665,49.79121963771518,50.62731860902853
Jind,Karsindhu (128),9100,1629,high,68.63800329112723,35.590810576506286,33.56080308941167,43.91904761904762,63.883794862065606,39.93333333333333,47.58763212858196,45.96782308682358,50.8901923212731,43.99217161022781,47.61062385650235,47.20968860068176
Jind,Alipura (126),4604,829,high,71.76045339375008,20.580407455570004,49.69647712495566,30.152380952380952,65.05558230611197,24.499999999999996,43.62421687212811,44.03546327018937,48.46561963959591,44.9424847324589,43.649318492034425,44.943420601281346
Jind,Lodhar (75),4725,866,high,67.52222338528185,25.869527524924145,54.51274776372306,42.11904761904762,63.66471962616822,24.499999999999996,46.36471098652415,47.247991040490255,50.43869820770833,47.818530734866705,46.382163049219955,47.65041880376187
Jind,Chhattar (76),12095,2196,high,74.5286371077213,21.881664499349807,40.297344614639805,45.71904761904762,66.07184998040422,37.0,47.583090636860454,46.09859925960589,51.73123778296676,44.881255442107836,47.617588688879465,47.582354362084075
Jind,Mandi Kalan (71),3721,661,high,69.37196269445944,39.88773298656263,60.74161642432124,45.11904761904762,63.746619520932526,24.499999999999996,50.56116320755391,52.34859517855878,54.40457413229109,53.0016073316444,50.563782018438836,52.175944373697405
Jind,Sandil (70),4173,715,high,66.90817295188556,27.46250541829216,49.345371793356186,45.11904761904762,63.399698984282836,37.0,48.20579946114406,47.84288196527989,51.39602175943235,47.83231890366546,48.229888582938095,48.701382134491965
Jind,Thuha (69),7280,1335,high,73.4283679018622,49.166883398352844,45.93884225873823,45.11904761904762,59.93557048244415,37.0,51.76478527674084,51.790535144858225,55.07792206337519,50.64741610805453,51.768136354632325,52.209758989532226
Jind,Pegan (66),7982,1483,high,70.26457937381215,23.10316428261812,35.071422942034125,45.11904761904762,60.97762654921101,37.0,45.255973461120504,43.54267662334277,48.955715379850226,41.89293803266285,45.28744016856106,44.98694873310748
Jind,Durana (53),2813,538,high,75.38595272098328,36.04204594711747,50.36135082949127,45.11904761904762,59.28586609989373,37.0,50.53237720275556,50.46737686278501,54.132028059573024,50.13417055451766,50.54685792521291,51.162562120968836
Jind,Badhana (55),4908,946,high,67.41767564052999,28.16384915474643,53.519032982622065,46.11904761904762,61.52391893484151,37.0,48.95725405529794,48.97162440576767,52.02949216056322,49.35717776164087,48.97851563583698,49.658812803821334
Jind,Alewa (86),14004,2536,high,69.65739579378564,39.54399653229302,49.58380948628023,45.11904761904762,59.32522139619932,55.666666666666664,53.14935624904542,51.986668066050214,54.98308793999607,52.045260074506054,53.17024240928099,53.066922947775744
Jind,Khanda (87),3620,662,high,67.44108471903273,50.805374945817086,43.1734444575797,41.15238095238095,59.151669496321446,37.0,49.78732576185532,49.81620637871862,52.660285132389134,48.78718531573848,49.7886547119571,50.16793146013173
Jind,Raichandwala (90),2932,523,high,65.4159236792994,32.32271348071088,5.150628521889901,39.95238095238095,61.35600907029478,24.499999999999996,38.11627595076265,35.210846881910925,42.68904117713107,30.067436317976536,38.14023905176953,36.84476787591014
Jind,Shamdo (68),3578,671,high,72.47169739157042,29.445600346770703,57.60204121842613,44.71904761904762,60.70601336302895,24.499999999999996,48.24073332314064,49.424144130007726,52.47413039813507,49.94572765389908,48.25293721955237,49.667534544946975
Jind,Dauhla (80),8541,1606,high,70.8897531922519,25.11096662332033,52.312330062655164,39.95238095238095,60.96371997956055,37.0,47.704858468361486,47.57115395895687,51.22153393972855,48.26054677900775,47.72947378255493,48.497513385721916
Jind,Bighana (79),5181,915,high,65.70812951502158,23.823580407455573,59.20981597509556,41.31904761904762,56.0,37.0,47.176762252770054,47.72124664537539,49.979898978995216,49.34394374635983,47.1972095014111,48.28381222498231
Jind,Naguran (81),11614,2046,high,69.32400734860556,34.09536194191591,42.312330062655164,45.11904761904762,65.6678786716106,53.133333333333326,51.60865982952803,49.72712828326987,54.00692184834965,48.97897331567077,51.63888807661726,51.192114270687114
Jind,Shahpur (92),5184,919,high,66.93550350927872,19.39921976592978,56.66863695472278,44.31904761904762,62.57182632283935,37.0,47.815705695303045,47.820959809541506,51.00627679284258,48.94646814793552,47.844906255559984,48.68686334023653
Jind,Dalamwala (94),4973,849,high,60.85796398641814,33.01387082791504,53.236198132166926,40.35238095238095,61.12084993359894,37.0,47.59687730541333,47.96150292948444,50.12902847019376,48.81722685846011,47.61246020960856,48.42341915463204
Jind,Kandela (90),7381,1366,high,65.06123655278402,38.28912006935414,53.427966268668484,43.91904761904762,64.48017621145374,34.86666666666667,50.007368897995775,50.52055130519742,52.99343114071395,50.79470207671341,50.01913591390311,50.86703786690474
Jind,Roopgarh (88),4205,823,high,63.358987356351086,18.131339401820547,63.03296291917879,42.55238095238095,66.67203682393556,23.43333333333333,46.19684013116671,47.615352713392284,50.07499002821526,49.430581285622814,46.2197303568404,47.9074989030475
Jind,Jhanj Kalan (86),2804,554,high,61.860038645396436,38.11790203727785,66.23359735193286,43.91904761904762,61.76023463778816,24.9,49.465136715240476,51.80287788077362,52.54763864014549,53.48322677906912,49.46598023263273,51.352972049572294
Jind,Barsola (1),4654,886,high,67.814281240894,17.730385782401388,58.65389920006305,48.285714285714285,64.75557263643351,39.0,49.37330885758437,49.23788718095231,52.50518472773701,50.341627141827786,49.40597842270654,50.1727972661616
Jind,Jajwan (1),3518,666,high,70.51252048961382,29.575639358474213,61.905465579067666,42.11904761904762,61.776009791921666,24.499999999999996,48.39811380635416,50.00263095154922,52.47335496427622,51.270030011145614,48.40926073374151,50.11067809341335
Jind,Ahirka (83),4011,755,high,61.76269981533059,54.8430862592111,30.329924734996254,37.35238095238095,66.29193899782135,34.86666666666667,47.57444957106782,46.848818067087876,50.56453821205182,44.556766185894666,47.57760825093811,47.42443605740806
Jind,Amarheri (80),4298,836,high,53.50359140000065,26.120936280884266,48.779702092445916,38.95238095238095,64.42902208201893,20.23333333333333,42.00316102351068,42.975195277781744,45.36298849859396,43.41996618755682,42.0182201485639,43.15590622720141
Jind,Haibatpur(78),2800,521,high,60.230583063808034,23.729518855656696,5.150628521889901,34.95238095238095,60.0,20.23333333333333,34.04940745451149,31.334338837365493,38.65585834877447,26.863219229069976,34.07773671235314,32.99611211641492
Jind,Pindara (72),2555,493,high,53.14684054897998,36.76788036410923,68.41982897899672,44.51904761904762,64.9641693811075,22.366666666666664,48.36407225981795,51.08970861660796,50.9722242244562,53.19301565571265,48.36479588662823,50.396763328644596
Jind,Ashrafgarh (71),2758,529,high,61.96955859397511,17.40875596012137,35.92702053040155,36.95238095238095,64.21052631578948,34.86666666666667,41.88915150322252,40.42004287061316,45.364385194753915,39.80590606912486,41.92523542898334,41.88094421333956
Jind,Jalalpura Khurd (14),2635,498,high,54.64312138469127,41.00281751192025,5.150628521889901,31.15238095238095,63.7127806965802,20.23333333333333,35.98251040013265,33.937796421237714,40.02254386675086,29.434607022434154,35.9956564133805,35.07462282478717
Jind,Jalalpur Kalan (13),2950,560,high,62.9236566970091,39.59947984395319,34.78917917799583,37.31904761904762,61.783418866080154,22.366666666666664,43.130241478458764,43.15777590727679,47.08042061028447,41.521098616879314,43.137441155514985,43.60539555368287
Jind,Julani (84),3321,668,high,61.083452957965314,37.08235804074556,63.06172912479805,43.91904761904762,63.698564593301434,34.86666666666667,50.61863650042077,51.97373033156245,53.10671304250697,53.533108481336335,50.62781975717536,51.972001622600374
Jind,Intal Kalan (5),3048,575,high,65.32377736576787,31.235804074555702,34.209421917484335,40.35238095238095,64.45850622406638,43.199999999999996,46.46331508904254,44.6397159756145,49.41228662791839,43.28649008563528,46.49190977054579,46.058743509751295
Jind,Ikas (12),2787,516,high,60.18952141218926,50.84330299089727,66.42215391890294,43.91904761904762,64.58928571428571,24.9,51.81055194255379,54.568877289733585,54.63291317523163,55.9643280909759,51.80055507026909,53.7554451137528
Jind,Rajpura (7),4864,889,high,69.97362114908093,44.45513654096229,53.799700516215474,33.55238095238095,64.93023255813954,34.86666666666667,50.26295639724098,51.0960543028532,53.7372011669986,51.882484949628214,50.26955060159453,51.44964948366311
Jind,Ramrai (11),6547,1218,high,60.005333031852906,29.264412657130478,62.89041257831895,43.91904761904762,64.3748819641171,37.4,49.64234797507783,50.56037506825849,52.0273905789612,52.385902035689874,49.66064927642343,50.85533298688216
Jind,Ponkar Kheri (10),3616,648,high,71.60828511711408,20.18595578673602,44.28360326279702,43.11904761904762,65.57981220657277,24.499999999999996,44.87945066537791,44.60416371445663,49.60632472088018,43.9126116214595,44.90686885791452,45.58188391601775
Jind,Igra (18),5793,1126,high,66.32118832136304,59.30754226267881,54.26508255506956,41.95238095238095,64.69093504639544,35.0,53.5895215229813,54.87245473932407,56.34723495513925,54.80589340749533,53.58136390008238,54.639293705004455
Jind,Bibipur (17),4888,926,high,72.16346738052098,51.06111833550066,57.79997635654333,47.31904761904762,66.76813880126183,34.86666666666667,54.99640252659018,56.08648249302719,58.30818261871301,56.05484698709909,54.99697168816394,56.08857726271869
Jind,Ramgarh (16),3394,659,high,60.47509492847854,9.05071521456437,45.08551050163534,40.51904761904762,65.93636363636364,34.86666666666667,42.6555664277927,41.607763262571844,45.99100412634613,42.04871159307595,42.6977558634664,43.0001602546506
Jind,Ghimana (53),4827,923,high,63.338351031375765,52.89466840052016,54.04894195531387,44.63809523809523,63.20967741935484,34.86666666666667,52.16606678522109,53.25575438892304,54.700445747470965,53.22728674518593,52.16282022807577,53.10247477897536
Jind,Bishanpura (56),2741,547,high,56.81597967762422,22.027091460771565,51.007703826299405,47.48571428571429,64.34870317002881,39.93333333333333,46.93642095896194,46.44823715206759,49.14514532266294,46.95137072352832,46.966027332187124,47.28944029788158
Jind,Baroli (57),2637,489,high,62.33412523757127,42.92631122670135,36.674744847696736,40.35238095238095,64.75751072961373,22.366666666666664,44.90195661010512,45.10721766186601,48.764715675999085,43.36981725543524,44.907029149422705,45.41014727056562
Jind,Radhana (70),4434,835,high,69.81568784450522,22.057217165149545,56.2411829609489,40.35238095238095,67.8210961737332,37.4,48.94792751611963,48.910113918860034,52.55575835764485,50.094892492887546,48.978175531961845,49.89737356349478
Jind,Brah Khurd (73),3978,768,high,63.928487574049996,44.40355439965323,53.1024155731568,40.51904761904762,66.88399071925754,37.4,51.03958264752753,51.59604366007312,53.802672676142656,51.99633207744295,51.048154349344124,51.896557082106085
Jind,Nirjan (75),3617,697,high,67.24654153351949,46.346337234503686,61.3658036804981,43.91904761904762,64.28613569321534,34.86666666666667,53.00508873790849,54.4151437605593,55.90020746879702,55.346103258559694,53.00707497511888,54.33472364018868
Jind,Khokhri (77),2798,516,high,64.41547663380177,28.309926311226704,66.31270441738582,33.55238095238095,66.24528301886792,34.86666666666667,48.95040633338831,50.35879912401606,52.06584418103971,53.18910599929074,48.968762503942955,50.70658362833556
Jind,Manohar Pur (99),3382,639,high,61.57881623746383,35.39791937581275,62.692201599873904,43.91904761904762,64.06896551724138,22.366666666666664,48.337269502684364,50.424325347860616,51.74653911869103,51.69510624109027,48.341566928104285,50.10896142768611
Jind,Lohchab (98),2991,555,high,67.28808948807091,20.91634156913741,46.873546912558616,46.404761904761905,65.73831775700934,39.0,47.703509605256365,46.71633041444346,50.99888348138829,46.50402888131373,47.73699453752681,47.931949383985724
Jind,Sewaha (3),4590,814,high,61.15356014342583,25.199826614651066,55.34066280490209,45.11904761904762,60.0,37.0,47.3021828636711,47.51602218852676,49.837320591646574,48.46542998986425,47.32406634158806,48.08900439505935
Jind,Brah Kalan (100),5857,1050,high,61.77610902710681,50.00996965756394,49.755487252236286,41.31904761904762,65.232421875,39.0,51.18217257182578,51.590002522745024,53.553187311103876,51.502596431394245,51.18605995173969,51.802803757761716
Jind,Assan (4),2975,561,high,71.325421529721,27.475509319462503,46.92231154194744,45.11904761904762,64.51366120218579,24.499999999999996,46.642658535394055,46.819399302022525,51.111617894936046,46.11305028573847,46.66176507929351,47.46969821947692
Jind,Kharak Ramji (68),4080,766,high,70.85607524362571,32.54789770264413,63.316473296967445,38.95238095238095,65.16633266533066,37.0,51.30652664349149,52.284916193971284,54.66979813677144,54.111926391042836,51.32318632889885,52.73927073883518
