target,lr_avg_r,lr_avg_r2,lr_avg_mae,lr_avg_rmse,rf_avg_r,rf_avg_r2,rf_avg_mae,rf_avg_rmse
Agriculture,0.06219613404421277,0.00941938653363814,5.854918261608875,7.649052433801981,-0.04269796873320406,-0.0898100373117073,6.040058099101195,7.911238200412346
Education,0.24500283147151808,0.0660804486249599,9.314714112245628,11.385971265222462,0.22533998631959712,0.05336327718495197,9.321406701381102,11.470793717915956
Health,0.15361823105312764,0.03825885219472895,14.914001451677617,17.29028986851453,0.3228683205891749,0.10594133492863433,13.57214896233269,16.681211924508787
Infrastructure,0.25885294178813306,0.08902170952004036,5.9423553171530035,8.248932570750389,0.7069998927593104,0.514254389402814,4.522073253691717,5.933624750592935
Irrigation,-0.2054458856580216,-0.09817711214366247,10.753270659877042,15.483846967744864,-0.23968945252781845,-0.11832320813434956,10.710239863085786,15.597918405330637
Social,0.18356010068246986,0.07590156242231039,7.903949932073094,10.410854253204509,0.15908696486990326,0.10775835472457325,7.335405952430835,10.131232890708922
