"","Group.1","Total.Geographical.Area.(in.Hectares)","Total.Households","Total.Population.of.Village","Total.Male.Population.of.Village","Total.Female.Population.of.Village","Agricultural.Credit.Societies","Distance.1","Mandis/Regular.Market","Distance.2","Weekly.Haat","Distance.3","Agricultural.Marketing.Society","Distance.4","ASHA","Distance.5","Community.Centre.with/without.TV","Distance.6","Sports.Field","Distance.7","Sports.Club/Recreation.Centre","Distance.8","Public.Library","Distance.9","Assembly.Polling.Station","Distance.10","Clusters"
"1",1,575.048710601719,351.808022922636,1885.78510028653,998.636103151862,887.14899713467,0.934097421203438,12.1776504297994,0.0286532951289398,3.91117478510029,0.00859598853868195,3.34527220630372,0.0343839541547278,3.76790830945559,0.91404011461318,11.9985673352436,0.0888252148997135,4.03295128939828,0.28080229226361,6.14613180515759,0.0171919770773639,2.72206303724928,0.0143266475644699,2.39971346704871,0.97134670487106,12.3137535816619,1
"2",2,304.641444539983,236.591573516767,1304.06276870163,689.325021496131,614.737747205503,0.0515907136715391,7.19690455717971,0.0180567497850387,4.65391229578676,0.00859845227858985,3.95958727429063,0.00859845227858985,4.34221840068788,0.993121238177128,12.4742046431642,0.0369733447979364,4.12940670679278,0.229578675838349,6.35210662080825,0.0171969045571797,3.19002579535684,0.0120378331900258,2.76870163370593,0.962166809974205,12.2506448839209,2
"3",3,742.435233160622,331.352331606218,1757.11917098446,927.564766839378,829.554404145078,0.155440414507772,6.55440414507772,0.989637305699482,12.4481865284974,0.984455958549223,12.4093264248705,0.989637305699482,12.4222797927461,1,12.5,0.984455958549223,12.3834196891192,0.989637305699482,12.4222797927461,0.979274611398964,12.3963730569948,0.979274611398964,12.3445595854922,1,12.5,3
"4",4,465.803455723542,370.535637149028,2022.14254859611,1071.11879049676,951.023758099352,0,6.62526997840173,0.019438444924406,4.05507559395248,0.00647948164146868,3.26133909287257,0.0183585313174946,3.81479481641469,1,12.5,0.0431965442764579,3.82289416846652,0.250539956803456,6.15550755939525,0.0248380129589633,3.17224622030238,0.0161987041036717,2.61069114470842,0.971922246220302,12.2732181425486,4
