"","District.Name","Village.Name","Total.Geographical.Area.(in.Hectares)","Total.Households","Total.Population.of.Village","Total.Male.Population.of.Village","Total.Female.Population.of.Village","Community.Health.Centre.(Numbers)","Total.Positions.(Doctors.&.Support)","Total.Required.Strength.(Doctors.&.Support)","Distance","Primary.Health.Centre.(Numbers)","Primary.Health.Centre.Doctors.Total.Strength.(Numbers)","Primary.Health.Centre.Doctors.In.Position.(Numbers)","Distance.1","Primary.Heallth.Sub.Centre.(Numbers)","Primary.Heallth.Sub.Centre.Doctors.Total.Strength.(Numbers)","Primary.Heallth.Sub.Centre.Doctors.In.Position.(Numbers)","Distance.2","Maternity.And.Child.Welfare.Centre.(Numbers)","Maternity.And.Child.Welfare.Centre.Doctors.Total.Strength.(Numbers)","Maternity.And.Child.Welfare.Centre.Doctors.In.Position.(Numbers)","Distance.3","TB.Clinic.(Numbers)","TB.Clinic.Doctors.Total.Strength.(Numbers)","TB.Clinic.Doctors.In.Position.(Numbers)","Distance.4","Hospital.Allopathic.(Numbers)","Hospital.Allopathic.Doctors.Total.Strength.(Numbers)","Hospital.Allopathic.Doctors.In.Position.(Numbers)","Distance.5","Hospiltal.Alternative.Medicine.(Numbers)","Hospiltal.Alternative.Medicine.Doctors.Total.Strength.(Numbers)","Hospiltal.Alternative.Medicine.Doctors.In.Position.(Numbers)","Distance.6","Dispensary.(Numbers)","Dispensary.Doctors.Total.Strength.(Numbers)","Dispensary.Doctors.In.Position.(Numbers)","Distance.7","Veterinary.Hospital.(Numbers)","Veterinary.Hospital.Doctors.Total.Strength.(Numbers)","Veterinary.Hospital.Doctors.In.Position.(Numbers)","Distance.8","Mobile.Health.Clinic.(Numbers)","Mobile.Health.Clinic.Doctors.Total.Strength.(Numbers)","Mobile.Health.Clinic.Doctors.In.Position.(Numbers)","Distance.9","Family.Welfare.Centre.(Numbers)","Family.Welfare.Centre.Doctors.Total.Strength.(Numbers)","Family.Welfare.Centre.Doctors.In.Position.(Numbers)","Distance.10","Clusters"
"7","Panchkula","Maranwala (95)",221,757,3964,2088,1876,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,5,4
"15","Panchkula","Karanpur (88)",333,543,2988,1584,1404,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,10,4
"26","Panchkula","Paploha (139)",315,530,2670,1421,1249,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,5,1
"49","Panchkula","Surajpur (109)",91,856,4311,2256,2055,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,1,2,2,12.5,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,10,2
"51","Panchkula","Rampur Seori (Part)(106)",115,1077,5236,2768,2468,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,10,0,0,0,10,1
"56","Panchkula","Bitna (153)",335,695,3608,1932,1676,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1,6,5,12.5,0,0,0,10,0,0,0,10,4
"58","Panchkula","Bharon Ki Ser (Part) (149)",85,609,2837,1493,1344,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"59","Panchkula","Tipra (157)",90,714,3587,1851,1736,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,1
"100","Panchkula","Suketri (376)",1448,1159,5761,3089,2672,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"106","Panchkula","Nada (199)",166,584,2808,1492,1316,0,0,0,10,0,0,0,10,1,1,1,12.5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"108","Panchkula","Nagal Moginand (229)",337,616,3256,2001,1255,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"114","Panchkula","Bihla (237)",786,577,3068,1604,1464,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,1,3,3,12.5,0,0,0,10,0,0,0,10,4
"116","Panchkula","Bhanoo (234)",350,395,2992,2242,750,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1
"120","Panchkula","Kot (238)",554,683,3876,2503,1373,0,0,0,0,1,16,14,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,2
"133","Panchkula","Barwala (246)",469,1569,8307,4404,3903,0,0,0,5,1,14,12,12.5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,3
"134","Panchkula","Bhareli (249)",469,741,3843,2192,1651,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,10,4
"138","Panchkula","Bataur (247)",764,926,4946,2617,2329,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,0,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"140","Panchkula","Khatauli (3)",742,604,3552,1850,1702,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"158","Panchkula","Rattewali (222)",686,504,2812,1491,1321,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"162","Panchkula","Bhoj Mataur (317)",419,622,3234,1686,1548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,12.5,0,0,0,0,0,0,0,0,4
"174","Panchkula","Bhoj Nagal (326)",686,634,3325,1749,1576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1
"175","Panchkula","Bhoj Rajpura (313)",486,458,2659,1437,1222,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1
"188","Panchkula","Garhi (245)",486,752,3885,2103,1782,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,10,0,0,0,10,0,0,0,10,1
"209","Panchkula","Mauli (16)",867,817,4404,2413,1991,0,0,0,5,0,0,0,10,1,1,1,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,10,4
"226","Ambala","Fatehgarh (31)",322,548,2820,1519,1301,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"235","Ambala","Jatwar (41)",1148,787,4230,2261,1969,0,0,0,0,0,0,0,0,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"239","Ambala","Bharog (46)",460,551,2868,1486,1382,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,12.5,0,0,0,0,0,0,0,0,4
"245","Ambala","Dhanana (36)",658,711,4052,2144,1908,0,0,0,0,0,0,0,10,1,2,1,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,12.5,0,0,0,10,0,0,0,10,4
"252","Ambala","Korwa Khurd (52)",831,614,2957,1522,1435,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,2
"270","Ambala","Patrehri (103)",739,1038,5645,2987,2658,0,0,0,10,1,12,10,12.5,1,2,1,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,3,3,12.5,0,0,0,0,0,0,0,0,3
"277","Ambala","Shahzadpur (58)",1052,1356,7278,3888,3390,1,17,31,12.5,1,9,7,12.5,1,1,1,12.5,1,2,2,12.5,1,1,1,12.5,0,0,0,0,0,0,0,5,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,3
"297","Ambala","Kohra Bhura (78)",855,521,2757,1422,1335,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,1
"308","Ambala","Dera (190)",1167,1570,7872,4247,3625,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"336","Ambala","Panjlasa (Part)(96)",346,654,3203,1680,1523,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,10,1
"361","Ambala","Kurali (120)",892,770,4222,2278,1944,0,0,0,5,1,12,6,12.5,1,2,1,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,3
"371","Ambala","Gadauli (135)",1480,888,4949,2573,2376,0,0,0,0,0,0,0,0,1,2,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"389","Ambala","Badhauli (110)",1051,747,4442,2346,2096,0,0,0,0,0,0,0,0,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"394","Ambala","Panjokhara (29)",1214,969,4885,2602,2283,0,0,0,5,1,12,10,12.5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,3
"395","Ambala","Kalarheri (28)",517,931,4472,2346,2126,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"408","Ambala","Dhulkot (Part)(60)",102,568,2812,1479,1333,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"415","Ambala","Balana (173)",1080,779,4151,2243,1908,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"418","Ambala","Anandpur Jalbera (121)",643,585,3032,1626,1406,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"423","Ambala","Machhonda (105)",376,1054,5123,2699,2424,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,3,3,12.5,0,0,0,0,0,0,0,10,4
"424","Ambala","Shahpur (125)",941,1038,5213,2768,2445,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,0,0,0,0,5,4
"427","Ambala","Khojkipur( Part) (101)",103,1341,6235,3268,2967,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"428","Ambala","Rampur (Part)(100)",109,611,2823,1488,1335,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"442","Ambala","Salarheri (128)",411,757,3646,1918,1728,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"444","Ambala","Dukheri (161)",1015,733,4231,2285,1946,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"448","Ambala","Begampur (107)",139,1031,4622,2414,2208,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"455","Ambala","Bhano Kheri (180)",843,517,2710,1469,1241,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"503","Ambala","Nanyola (292)",558,829,4184,2151,2033,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,12.5,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,2
"518","Ambala","Chhapra (321)",559,487,2634,1392,1242,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"526","Ambala","Sonta (316)",573,533,2792,1468,1324,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,2
"528","Ambala","Jansui (308)",702,611,2845,1482,1363,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,1
"551","Ambala","Mohra (188)",984,883,4264,2248,2016,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"553","Ambala","Pelakhni (21)",910,726,4039,2115,1924,0,0,0,0,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"561","Ambala","Kesri (221)",980,923,5055,2646,2409,0,0,0,0,0,0,0,5,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,1
"579","Ambala","Behta (158)",1110,1500,7865,4168,3697,0,0,0,0,1,9,7,12.5,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
"581","Ambala","Sambhalkha (130)",833,928,5511,2905,2606,0,0,0,0,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,4,4,12.5,0,0,0,0,0,0,0,10,4
"584","Ambala","Tepla (133)",655,536,2803,1510,1293,0,0,0,0,0,0,0,10,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,10,1,4,4,12.5,0,0,0,0,0,0,0,10,4
"589","Ambala","Samalheri (94)",926,762,4115,2125,1990,0,0,0,0,1,8,7,12.5,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,10,3
"599","Ambala","Gola (16)",766,478,2560,1341,1219,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,5,1
"616","Ambala","Sarda Heri (6)",660,565,3184,1649,1535,0,0,0,0,0,0,0,5,1,1,1,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,5,1
"622","Ambala","Dhanaura (80)",791,635,3547,1867,1680,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"628","Ambala","Nahawani (92)",739,564,3067,1560,1507,0,0,0,0,1,10,10,12.5,1,1,1,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,4,4,12.5,0,0,0,0,0,0,0,10,3
"629","Ambala","Kalpi (136)",503,488,2637,1411,1226,0,0,0,10,0,0,0,10,1,1,1,12.5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"633","Ambala","Patti Bagheru (90)",480,557,2994,1559,1435,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,1,4,3,12.5,0,0,0,10,0,0,0,10,4
"634","Ambala","Mullana (139)",650,910,4956,2613,2343,1,38,51,12.5,1,10,9,12.5,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,3
"635","Ambala","Sohana (152)",689,512,2865,1517,1348,0,0,0,0,0,0,0,10,1,1,1,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,1
"638","Ambala","Sirsgarh (140)",376,562,2924,1531,1393,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"650","Ambala","Dhin (143)",974,992,5196,2733,2463,0,0,0,0,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,5,4
"656","Ambala","Tandwal (216)",594,557,3229,1699,1530,0,0,0,0,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,5,4
"658","Ambala","Subhri (232)",497,564,3031,1602,1429,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,1
"664","Ambala","Adhoya Musalmana (209)",438,570,2913,1557,1356,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,5,4
"669","Ambala","Thamber (208)",1061,1022,6151,3235,2916,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"670","Ambala","Adhoya Hindwan (235)",576,581,3249,1732,1517,0,0,0,10,0,0,0,10,1,1,1,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,5,1
"682","Ambala","Ugala (244)",1421,1333,7307,3880,3427,0,0,0,5,1,13,11,12.5,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,0,0,0,0,5,3
"710","Yamunanagar","Jagdhauli (343)",614,617,3342,1748,1594,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"716","Yamunanagar","Kalawar (351)",984,1041,5735,3066,2669,0,0,0,0,0,0,0,0,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"724","Yamunanagar","Bal Chhapar (365)",619,636,3374,1782,1592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"726","Yamunanagar","Talakaur (362)",538,609,3303,1742,1561,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,5,1
"735","Yamunanagar","Chhapper Mansurpur (443)",493,557,2918,1562,1356,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,1
"740","Yamunanagar","Bham Bholi (435)",494,628,3407,1848,1559,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,1
"768","Yamunanagar","Saran (449)",755,815,4517,2378,2139,0,0,0,0,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"773","Yamunanagar","Uncha Chandana (456)",464,648,3342,1747,1595,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"778","Yamunanagar","Gundana (179)",599,438,2514,1308,1206,0,0,0,0,0,0,0,10,1,1,1,12.5,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1
"810","Yamunanagar","Ghalaur (159)",890,661,3354,1760,1594,0,0,0,5,0,0,0,5,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1
"814","Yamunanagar","Bapa (55)",424,537,2733,1415,1318,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,5,1
"822","Yamunanagar","Jubal (41)",415,508,2833,1509,1324,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"823","Yamunanagar","Bakana (40)",542,495,2736,1436,1300,0,0,0,0,0,0,0,5,1,1,1,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,1
"838","Yamunanagar","Nachraon (9)",547,480,2876,1518,1358,0,0,0,0,0,0,0,5,1,1,1,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"843","Yamunanagar","Alahar (1)",645,728,3760,1998,1762,0,0,0,5,1,10,6,12.5,1,1,1,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,0,0,0,0,0,3
"856","Yamunanagar","Gumthala Rao (21)",1391,832,4455,2350,2105,0,0,0,0,0,0,0,0,1,1,1,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,1,3,2,12.5,0,0,0,0,0,0,0,0,4
"866","Yamunanagar","Jathlana (4)",1001,1342,7018,3698,3320,0,0,0,5,0,0,0,5,1,1,1,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,10,0,0,0,0,0,0,0,0,4
"871","Yamunanagar","Unheri (38)",402,430,2516,1304,1212,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,1
"873","Yamunanagar","Khajuri (159)",623,535,3003,1585,1418,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"882","Yamunanagar","Damla (484)",903,1643,8659,5521,3138,0,0,0,5,0,0,0,5,1,1,1,12.5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"886","Yamunanagar","Naharpur (150)",772,789,4446,2357,2089,1,28,43,12.5,1,10,10,12.5,1,1,1,12.5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,5,3
"890","Yamunanagar","Mandauli (138)",355,554,2972,1570,1402,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,1
"897","Yamunanagar","Raipur (145)",167,724,3872,2175,1697,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
"898","Yamunanagar","Karera Khurd (148)",394,614,3213,1755,1458,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,5,0,0,0,10,4
"902","Yamunanagar","Shadipur (147)",183,584,3218,1823,1395,0,0,0,5,0,0,0,5,1,1,1,12.5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,5,1
"928","Yamunanagar","Gobindpura (407)",18,957,4830,2593,2237,0,0,0,10,0,0,0,5,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,0,0,0,10,1
