"","District.Name","Village.Name","Total.Geographical.Area.(in.Hectares)","Total.Households","Total.Population.of.Village","Total.Male.Population.of.Village","Total.Female.Population.of.Village","Community.Health.Centre.(Numbers)","Total.Positions.(Doctors.&.Support)","Total.Required.Strength.(Doctors.&.Support)","Distance","Primary.Health.Centre.(Numbers)","Primary.Health.Centre.Doctors.Total.Strength.(Numbers)","Primary.Health.Centre.Doctors.In.Position.(Numbers)","Distance.1","Primary.Heallth.Sub.Centre.(Numbers)","Primary.Heallth.Sub.Centre.Doctors.Total.Strength.(Numbers)","Primary.Heallth.Sub.Centre.Doctors.In.Position.(Numbers)","Distance.2","Maternity.And.Child.Welfare.Centre.(Numbers)","Maternity.And.Child.Welfare.Centre.Doctors.Total.Strength.(Numbers)","Maternity.And.Child.Welfare.Centre.Doctors.In.Position.(Numbers)","Distance.3","TB.Clinic.(Numbers)","TB.Clinic.Doctors.Total.Strength.(Numbers)","TB.Clinic.Doctors.In.Position.(Numbers)","Distance.4","Hospital.Allopathic.(Numbers)","Hospital.Allopathic.Doctors.Total.Strength.(Numbers)","Hospital.Allopathic.Doctors.In.Position.(Numbers)","Distance.5","Hospiltal.Alternative.Medicine.(Numbers)","Hospiltal.Alternative.Medicine.Doctors.Total.Strength.(Numbers)","Hospiltal.Alternative.Medicine.Doctors.In.Position.(Numbers)","Distance.6","Dispensary.(Numbers)","Dispensary.Doctors.Total.Strength.(Numbers)","Dispensary.Doctors.In.Position.(Numbers)","Distance.7","Veterinary.Hospital.(Numbers)","Veterinary.Hospital.Doctors.Total.Strength.(Numbers)","Veterinary.Hospital.Doctors.In.Position.(Numbers)","Distance.8","Mobile.Health.Clinic.(Numbers)","Mobile.Health.Clinic.Doctors.Total.Strength.(Numbers)","Mobile.Health.Clinic.Doctors.In.Position.(Numbers)","Distance.9","Family.Welfare.Centre.(Numbers)","Family.Welfare.Centre.Doctors.Total.Strength.(Numbers)","Family.Welfare.Centre.Doctors.In.Position.(Numbers)","Distance.10","Clusters"
"4010","Hisar","Sahu (66)",1469,672,3448,1799,1649,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"4011","Hisar","Bhairi Akbarpur(114)",1310,990,4892,2584,2308,0,0,0,5,0,0,0,5,1,2,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,5,4
"4012","Hisar","Budha Khera(115)",821,1326,6127,3215,2912,0,0,0,0,0,0,0,5,1,2,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,5,1
"4013","Hisar","Uklana (Rural)(113)",1992,2258,11829,6212,5617,0,0,0,10,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,5,4
"4014","Hisar","Bithmara(85)",3310,1999,11311,5993,5318,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,4,12.5,0,0,0,0,0,0,0,5,4
"4015","Hisar","Surewala(86)",555,736,3799,2032,1767,0,0,0,10,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,10,4
"4016","Hisar","Parbhuwala(116)",1113,1246,6386,3366,3020,0,0,0,0,0,0,0,5,1,2,1,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,0,0,0,0,5,4
"4018","Hisar","Latani(117)",1646,1162,6070,3278,2792,0,0,0,0,0,0,0,5,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"4019","Hisar","Kapro (7)",2982,2001,10944,5902,5042,0,0,0,0,0,0,0,0,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,1,1,1,12.5,0,0,0,0,0,0,0,0,4
"4020","Hisar","Koth Kalan (2)",3033,1714,9558,5210,4348,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,12.5,0,0,0,0,0,0,0,0,4
"4021","Hisar","Koth Khurd (3)",953,563,3130,1730,1400,0,0,0,0,0,0,0,0,1,2,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1
"4024","Hisar","Nara (4)",816,574,3098,1666,1432,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"4025","Hisar","Mirchpur (75)",2486,1670,8737,4706,4031,0,0,0,0,1,20,10,12.5,1,2,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,12.5,0,0,0,0,0,0,0,0,3
"4029","Hisar","Rakhi Khas (76)",1856,990,5202,2807,2395,0,0,0,5,0,0,0,5,1,2,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,12.5,0,0,0,0,0,0,0,5,4
"4031","Hisar","Kheri Jalib (78)",1444,1073,5820,3132,2688,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
"4032","Hisar","Haibatpur (79)",710,562,2901,1561,1340,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
"4033","Hisar","Gamra (80)",598,590,3058,1605,1453,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,1
"4034","Hisar","Rakhi Shahpur (81)",1165,840,4449,2384,2065,0,0,0,5,0,0,0,10,1,2,2,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"4035","Hisar","Budana (89)",1094,822,4129,2220,1909,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"4036","Hisar","Bheni Amirpur (71)",1666,1030,5546,3000,2546,0,0,0,10,0,0,0,10,1,2,2,12.5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,12.5,0,0,0,0,0,0,0,0,4
"4037","Hisar","Raj Thal (70)",1182,909,4712,2511,2201,0,0,0,5,0,0,0,10,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"4039","Hisar","Sulchani (69)",1038,696,3478,1844,1634,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1
"4040","Hisar","Petwar (92)",3640,1863,10011,5384,4627,0,0,0,5,0,0,0,10,2,4,4,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,10,0,0,0,0,0,0,0,5,3
"4042","Hisar","Majra (104)",1219,927,4985,2650,2335,0,0,0,5,0,0,0,10,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"4043","Hisar","Pali (124)",1415,617,3182,1739,1443,0,0,0,0,0,0,0,10,1,2,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,4
"4047","Hisar","Moth Rangran (88)",1154,652,3374,1778,1596,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,0,0,0,0,5,4
"4048","Hisar","Moth Karnail Shab(87)",1168,940,4894,2616,2278,0,0,0,5,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,4,12.5,0,0,0,0,0,0,0,0,4
"4049","Hisar","Luhari Ragho (82)",3174,1269,6728,3609,3119,0,0,0,0,0,0,0,0,1,2,1,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,1
"4050","Hisar","Data(83)",2723,1724,9539,5111,4428,0,0,0,0,1,20,14,12.5,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,2,12.5,0,0,0,0,0,0,0,0,3
"4051","Hisar","Gurana(20)",2884,1389,7691,4119,3572,0,0,0,0,1,19,13,12.5,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,0,0,0,0,5,3
"4052","Hisar","Khanpur(21)",1148,534,2824,1517,1307,0,0,0,5,0,0,0,5,1,2,1,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,3,2,12.5,0,0,0,5,0,0,0,5,4
"4054","Hisar","Ghirai(24)",2717,1318,7023,3715,3308,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,1,3,3,12.5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"4055","Hisar","Singhwa Ragho(23)",1099,563,3095,1624,1471,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"4056","Hisar","Channot(112)",1941,1054,5269,2773,2496,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,1,3,3,12.5,0,0,0,0,0,0,0,12.5,4
"4057","Hisar","Masoodpur(85)",2613,1515,7980,4332,3648,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,0,0,0,0,12.5,4
"4061","Hisar","Sisai Bola(108)",1488,1321,7027,3727,3300,1,29,41,12.5,0,0,0,5,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,5,3
"4062","Hisar","Sisai Kali Rawan(109)",2085,1342,7312,3915,3397,0,0,0,5,0,0,0,5,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"4064","Hisar","Majod(111)",777,504,2537,1349,1188,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"4065","Hisar","Bhatla(113)",1883,1115,5848,3137,2711,0,0,0,5,0,0,0,5,1,2,1,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,0,1,4,4,12.5,4
"4066","Hisar","Kulana(114)",618,604,3255,1737,1518,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"4067","Hisar","Hansi (Rural)(119)",6622,4404,23349,12415,10934,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,0,0,0,0,5,3
"4068","Hisar","Kutabpur(115)",1189,800,4355,2284,2071,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"4069","Hisar","Depal (118)",686,564,2893,1556,1337,0,0,0,5,0,0,0,5,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,1,3,3,12.5,0,0,0,5,0,0,0,5,4
"4070","Hisar","Ramayan (116)",738,539,2897,1528,1369,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,12.5,4
"4071","Hisar","Dhanderi(117)",465,516,2747,1467,1280,0,0,0,5,0,0,0,5,1,2,1,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1
"4072","Hisar","Sultanpur(138)",2748,1418,7608,4104,3504,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,10,0,0,0,0,0,0,0,5,4
"4074","Hisar","Kanwari(30)",2224,1077,5573,2870,2703,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,5,4
"4075","Hisar","Mazadpur(31)",1376,615,3439,1826,1613,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,4,12.5,0,0,0,0,0,0,0,5,4
"4076","Hisar","Umra(137)",2730,1860,9670,5231,4439,0,0,0,5,1,23,23,12.5,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,3
"4077","Hisar","Putthi Mangalkhan(136)",1151,908,4923,2603,2320,0,0,0,5,1,18,17,12.5,1,2,1,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,3
"4078","Hisar","Hajampur(135)",732,617,3404,1823,1581,0,0,0,5,0,0,0,5,1,2,1,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"4080","Hisar","Sheikhpura(121)",1333,1132,6115,3261,2854,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,1,2,2,12.5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"4081","Hisar","Kheri Gangan(123)",1089,679,3361,1790,1571,0,0,0,5,0,0,0,5,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,5,4
"4082","Hisar","Jamawari(122)",635,1018,5071,2766,2305,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"4083","Hisar","Khumba(125)",1932,1058,5551,3022,2529,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,1,2,2,12.5,4
"4084","Hisar","Khar Khara(127)",1072,748,3777,2030,1747,0,0,0,0,0,0,0,0,1,1,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,10,1
"4085","Hisar","Dhana(128)",2776,3504,18286,9773,8513,0,0,0,5,0,0,0,5,2,4,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,5,3
"4086","Hisar","Garhi(139)",1494,1210,6230,3336,2894,0,0,0,5,0,0,0,5,1,2,1,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"4087","Hisar","Mehanda(129)",1053,825,4078,2207,1871,0,0,0,5,0,0,0,5,1,2,1,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,5,0,0,0,5,1
"4088","Hisar","Sorkhi(130)",1177,1052,5321,2873,2448,1,32,35,12.5,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,5,3
"4090","Hisar","Sisar(100)",1342,951,4848,2643,2205,0,0,0,0,0,0,0,5,1,2,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,5,1
"4091","Hisar","Kharbla(99)",1815,977,5380,2891,2489,0,0,0,0,0,0,0,0,1,2,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"4092","Hisar","Bhatol Jatan (10)",1158,740,3964,2116,1848,0,0,0,0,0,0,0,0,1,2,1,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,0,0,0,0,5,4
"4093","Hisar","Bhatol Rangran(126)",644,529,2767,1450,1317,0,0,0,0,0,0,0,0,1,2,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,5,1
"4094","Hisar","Thurana(103)",2256,1292,6765,3628,3137,0,0,0,5,1,4,3,12.5,1,2,1,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,1,3,3,12.5,0,0,0,5,0,0,0,5,3
"4095","Hisar","Badala(102)",1247,930,4856,2646,2210,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"4096","Hisar","Bass Khurd Bejan(98)",1407,717,3826,2039,1787,0,0,0,0,0,0,0,5,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4,4,12.5,0,0,0,0,0,0,0,0,4
"4097","Hisar","Bass Azam Shahpur(95)",1518,665,3835,2085,1750,0,0,0,0,1,10,8,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,1
"4098","Hisar","Bass Akbarpur(96)",1456,651,3551,1877,1674,0,0,0,0,0,0,0,0,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"4099","Hisar","Bhaklana(94)",1303,814,4388,2383,2005,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,1
"4100","Hisar","Khanda Kheri(67)",2324,1496,7719,4190,3529,0,0,0,5,1,7,7,12.5,1,2,1,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,5,3
"4102","Hisar","Dharam Kheri(65)",1083,580,3065,1668,1397,0,0,0,10,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,10,1
"4104","Hisar","Ugalan (93)",2506,1309,6846,3670,3176,0,0,0,0,0,0,0,5,1,2,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,5,4
"4106","Hisar","Mohla (62)",789,595,3097,1666,1431,0,0,0,5,0,0,0,5,1,2,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,1
"4107","Hisar","Bad Chhapar (61)",925,608,3128,1696,1432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"4108","Hisar","Puthi Saman (60)",2210,1496,7923,4299,3624,0,0,0,0,1,19,17,12.5,1,2,1,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,3
"4109","Hisar","Bass Badshahpur (97)",1469,963,5257,2868,2389,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,5,4
"4110","Hisar","Madan Heri (58)",1679,927,4974,2692,2282,0,0,0,0,0,0,0,5,1,2,1,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1
"4111","Hisar","Singhwa Khas (59)",1900,910,4962,2670,2292,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,1,1,12.5,0,0,0,0,1,2,2,12.5,4
"4112","Bhiwani","Rohnat (35)",1756,711,3785,1970,1815,0,0,0,5,0,0,0,5,1,2,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"4113","Bhiwani","Ratera (34)",2255,1039,5572,2923,2649,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"4116","Bhiwani","Jamalpur (40)",2240,1723,8846,4668,4178,0,0,0,0,1,13,11,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,3
"4117","Bhiwani","Paposa (41)",1161,741,3731,2021,1710,0,0,0,0,0,0,0,5,1,2,1,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"4119","Bhiwani","Barsi (133)",4836,4474,23327,12423,10904,0,0,0,5,0,0,0,5,1,4,3,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,5,3
"4120","Bhiwani","Siwana (132)",1956,1020,5478,2861,2617,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,1,3,3,12.5,0,0,0,0,0,0,0,5,4
"4122","Bhiwani","Baliali (44)",3494,2405,12440,6562,5878,0,0,0,5,0,0,0,5,1,2,2,12.5,1,2,2,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,0,3
"4124","Bhiwani","Sui (46)",1147,930,5063,2677,2386,0,0,0,0,1,15,13,12.5,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,1,3,3,12.5,0,0,0,0,0,0,0,0,3
"4126","Bhiwani","Lohari Jatu (47)",2424,1630,8971,4631,4340,0,0,0,0,0,2,0,10,1,1,1,12.5,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,4
"4128","Bhiwani","Pur (49)",2029,1248,6961,3682,3279,0,0,0,5,1,9,9,12.5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,5,1,2,2,12.5,0,0,0,5,0,0,0,5,3
"4129","Bhiwani","Siwara (50)",1126,760,4176,2211,1965,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,5,4
"4130","Bhiwani","Kungar (131)",2631,1902,9846,5292,4554,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"4131","Bhiwani","Mundhal Kalan (55)",931,503,3034,1593,1441,0,0,0,0,0,0,0,0,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"4132","Bhiwani","Mundhal Khurd (57)",2336,1828,8837,4716,4121,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"4133","Bhiwani","Jatai (54)",773,525,2952,1604,1348,0,0,0,0,0,0,0,0,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,1,1,1,12.5,4
"4134","Bhiwani","Talu (51)",2891,1536,8243,4469,3774,0,0,0,0,1,8,6,12.5,0,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,10,3
"4135","Bhiwani","Mandhana (48)",1965,1107,6164,3305,2859,0,0,0,0,0,0,0,0,1,2,2,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"4136","Bhiwani","Dhanana (52)",3492,2349,11766,6325,5441,1,17,21,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,3
"4137","Bhiwani","Badesra (53)",2325,1456,7241,3898,3343,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"4138","Bhiwani","Chang (5)",3000,2595,12979,6961,6018,0,0,0,0,1,12,11,12.5,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,2,12.5,0,0,0,0,0,0,0,5,3
"4139","Bhiwani","Sai (1)",1711,1141,6080,3241,2839,0,0,0,0,0,0,0,0,1,2,2,12.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,1,2,2,12.5,0,0,0,0,0,0,0,0,4
"4140","Bhiwani","Kelanga (130)",3175,2628,13910,7404,6506,0,0,0,0,0,0,0,5,1,4,4,12.5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,12.5,1,3,3,12.5,0,0,0,0,0,0,0,0,3
